L1000	HGNC
SRC	SRC
XPO7	XPO7
PIN1	PIN1
NGRN	NGRN
CSRP1	CSRP1
FCHO1	FCHO1
SLC35F2	SLC35F2
AMDHD2	AMDHD2
PPP2R3C	PPP2R3C
PNP	PNP
DUSP22	DUSP22
SLC25A46	SLC25A46
CAMSAP2	CAMSAP2
ZNF589	ZNF589
SMNDC1	SMNDC1
MAN2B1	MAN2B1
FHL2	FHL2
HYOU1	HYOU1
MBOAT7	MBOAT7
MKNK1	MKNK1
ICAM3	ICAM3
P4HTM	P4HTM
CBLB	CBLB
NFE2L2	NFE2L2
RAB11FIP2	RAB11FIP2
SLC35A1	SLC35A1
GNAI1	GNAI1
HPRT1	HPRT1
PLCB3	PLCB3
ALDH7A1	ALDH7A1
PLSCR3	PLSCR3
EPN2	EPN2
APP	APP
SMARCA4	SMARCA4
TIMM22	TIMM22
TIMP2	TIMP2
PLA2G15	PLA2G15
RPA3	RPA3
NR2F6	NR2F6
YTHDF1	YTHDF1
PPP1R13B	PPP1R13B
KLHL9	KLHL9
COG7	COG7
TIMM9	TIMM9
HS2ST1	HS2ST1
HIST2H2BE	H2BC21
GOLT1B	GOLT1B
HADH	HADH
SSBP2	SSBP2
VPS28	VPS28
RPN1	RPN1
MAST2	MAST2
WRB	GET1
SUPV3L1	SUPV3L1
NMT1	NMT1
CCNA2	CCNA2
PIK3R3	PIK3R3
ABL1	ABL1
TOPBP1	TOPBP1
IFNAR1	IFNAR1
CDC20	CDC20
MEST	MEST
LSM5	LSM5
CDK4	CDK4
S100A4	S100A4
YKT6	YKT6
HLA-DMA	HLA-DMA
PHKG2	PHKG2
PPARD	PPARD
DNAJA3	DNAJA3
CASP3	CASP3
NUDT9	NUDT9
CTSD	CTSD
TMEM2	CEMIP2
WDTC1	WDTC1
MOK	MOK
EAPP	EAPP
FAH	FAH
KIAA0100	KIAA0100
CETN3	CETN3
HMGCS1	HMGCS1
CDC42	CDC42
GLRX	GLRX
MFSD10	MFSD10
PAPD7	TENT4A
PRUNE	PRUNE1
TSPAN6	TSPAN6
PAICS	PAICS
GTPBP8	GTPBP8
TGFB3	TGFB3
ANXA7	ANXA7
PRKAG2	PRKAG2
MCOLN1	MCOLN1
SDHB	SDHB
LGALS8	LGALS8
GPER1	GPER1
MYCBP	MYCBP
SLC1A4	SLC1A4
GFPT1	GFPT1
KDM5A	KDM5A
NOTCH1	NOTCH1
LAP3	LAP3
ST3GAL5	ST3GAL5
PRR7	PRR7
RPIA	RPIA
EDN1	EDN1
RPL39L	RPL39L
CAB39	CAB39
TESK1	TESK1
THAP11	THAP11
HMG20B	HMG20B
SHB	SHB
PLEKHM1	PLEKHM1
HACD3	HACD3
ABHD6	ABHD6
MCUR1	MCUR1
PTK2B	PTK2B
CSNK1E	CSNK1E
PPOX	PPOX
IKBKB	IKBKB
DNMT3A	DNMT3A
CTNND1	CTNND1
CCNH	CCNH
PCNA	PCNA
TBP	TBP
FZD1	FZD1
HIF1A	HIF1A
MRPS16	MRPS16
LRRC16A	CARMIL1
MAPK1IP1L	MAPK1IP1L
MBTPS1	MBTPS1
ASAH1	ASAH1
PIK3CA	PIK3CA
MYCBP2	MYCBP2
FBXL12	FBXL12
FUT1	FUT1
PLA2G4A	PLA2G4A
SORBS3	SORBS3
TMEM5	RXYLT1
LYRM1	LYRM1
RELB	RELB
DMTF1	DMTF1
PSMF1	PSMF1
EPHA3	EPHA3
EVL	EVL
SFN	SFN
SH3BP5	SH3BP5
CHMP4A	CHMP4A
RBM6	RBM6
PSME1	PSME1
LRP10	LRP10
WDR61	WDR61
CRYZ	CRYZ
ALAS1	ALAS1
DNAJB1	DNAJB1
CALM3	CALM3
KIF20A	KIF20A
ADCK3	COQ8A
TRAPPC6A	TRAPPC6A
TBPL1	TBPL1
MEF2C	MEF2C
PAFAH1B1	PAFAH1B1
TNFRSF21	TNFRSF21
IARS2	IARS2
FAM20B	FAM20B
TMEM50A	TMEM50A
STK10	STK10
COASY	COASY
NR1H2	NR1H2
HMGA2	HMGA2
SCYL3	SCYL3
HERC6	HERC6
CDCA4	CDCA4
SLC35A3	SLC35A3
PSMD2	PSMD2
IL4R	IL4R
SYK	SYK
CYCS	CYCS
HOXA5	HOXA5
VAV3	VAV3
GNA11	GNA11
RRP8	RRP8
ATMIN	ATMIN
PLK1	PLK1
NFATC3	NFATC3
CXCR4	CXCR4
EBP	EBP
KIT	KIT
CDKN2A	CDKN2A
TOR1A	TOR1A
GATA3	GATA3
GNAS	GNAS
HMGCR	HMGCR
NFKBIE	NFKBIE
ZNF395	ZNF395
UBE2C	UBE2C
HSPD1	HSPD1
SLC27A3	SLC27A3
ACOT9	ACOT9
PDGFA	PDGFA
STAP2	STAP2
TRAPPC3	TRAPPC3
SPAG4	SPAG4
LIPA	LIPA
NARFL	CIAO3
PAFAH1B3	PAFAH1B3
DENND2D	DENND2D
RSU1	RSU1
SESN1	SESN1
PRKCH	PRKCH
SMARCC1	SMARCC1
IGF2R	IGF2R
ERO1L	ERO1A
GALE	GALE
DDB2	DDB2
CCNB1	CCNB1
BAG3	BAG3
GADD45A	GADD45A
NCK1	NCK1
STAT1	STAT1
ARID5B	ARID5B
TXNDC9	TXNDC9
MYBL2	MYBL2
CCNB2	CCNB2
RFC5	RFC5
NIPSNAP1	NIPSNAP1
STX4	STX4
ARFIP2	ARFIP2
ITGB1BP1	ITGB1BP1
PAN2	PAN2
RBM15B	RBM15B
RPS5	RPS5
ADH5	ADH5
KDM3A	KDM3A
GRN	GRN
NPC1	NPC1
MAPKAPK5	MAPKAPK5
EGFR	EGFR
SNX11	SNX11
PECR	PECR
ERBB3	ERBB3
HAT1	HAT1
SPR	SPR
LAGE3	LAGE3
CSK	CSK
PNKP	PNKP
IER3	IER3
PLSCR1	PLSCR1
HSD17B10	HSD17B10
PIP4K2B	PIP4K2B
BNIP3	BNIP3
DFFB	DFFB
PGM1	PGM1
KIAA0753	KIAA0753
PRKX	PRKX
GLI2	GLI2
BCL2	BCL2
CPSF4	CPSF4
KIF1BP	KIFBP
AURKA	AURKA
CREB1	CREB1
TMED10	TMED10
NUSAP1	NUSAP1
CHN1	CHN1
CNPY3	CNPY3
POLE2	POLE2
PCMT1	PCMT1
HSPB1	HSPB1
LOXL1	LOXL1
ACAT2	ACAT2
VDAC1	VDAC1
LYN	LYN
APBB2	APBB2
PCBD1	PCBD1
TRIB1	TRIB1
ECH1	ECH1
DSG2	DSG2
NCAPD2	NCAPD2
ARL4C	ARL4C
MAP7	MAP7
COG2	COG2
C5	C5
AKT1	AKT1
BPHL	BPHL
UBR7	UBR7
RNPS1	RNPS1
CEP57	CEP57
TLK2	TLK2
SCAND1	SCAND1
CDK5R1	CDK5R1
TBX2	TBX2
TP53	TP53
VGLL4	VGLL4
CLPX	CLPX
COPB2	COPB2
HSD17B11	HSD17B11
MIF	MIF
MNAT1	MNAT1
ATP2C1	ATP2C1
RAB31	RAB31
MAP4K4	MAP4K4
PYGL	PYGL
PRKACA	PRKACA
LSM6	LSM6
PRKCQ	PRKCQ
ABCF1	ABCF1
NCK2	NCK2
NUP88	NUP88
ADI1	ADI1
TP53BP2	TP53BP2
ARHGEF12	ARHGEF12
FOSL1	FOSL1
UTP14A	UTP14A
CDH3	CDH3
DUSP3	DUSP3
ZMYM2	ZMYM2
CAT	CAT
TCEAL4	TCEAL4
RAB27A	RAB27A
TSPAN3	TSPAN3
CLIC4	CLIC4
SENP6	SENP6
MPZL1	MPZL1
NOSIP	NOSIP
LPAR2	LPAR2
MRPL19	MRPL19
CORO1A	CORO1A
STXBP1	STXBP1
NISCH	NISCH
SPEN	SPEN
BMP4	BMP4
UBE3C	UBE3C
HERPUD1	HERPUD1
RALB	RALB
YME1L1	YME1L1
CDK1	CDK1
ARHGAP1	ARHGAP1
ACD	ACD
CASP10	CASP10
FKBP4	FKBP4
PTK2	PTK2
CHAC1	CHAC1
ORC1	ORC1
WDR7	WDR7
POLR2I	POLR2I
PTPN6	PTPN6
CD320	CD320
SPDEF	SPDEF
AKAP8	AKAP8
ATF1	ATF1
DDR1	DDR1
MAMLD1	MAMLD1
KIAA0355	GARRE1
PCCB	PCCB
INPP1	INPP1
HEATR1	HEATR1
CDC25B	CDC25B
BID	BID
RPS6	RPS6
KCTD5	KCTD5
ETS1	ETS1
AURKB	AURKB
STAMBP	STAMBP
NPEPL1	NPEPL1
DCUN1D4	DCUN1D4
RUVBL1	RUVBL1
XPNPEP1	XPNPEP1
PSMD10	PSMD10
MSRA	MSRA
SLC25A13	SLC25A13
TNIP1	TNIP1
ARID4B	ARID4B
NCOA3	NCOA3
GATA2	GATA2
UBE2J1	UBE2J1
PTPRF	PTPRF
NR3C1	NR3C1
TJP1	TJP1
DNAJC15	DNAJC15
HK1	HK1
MYL9	MYL9
FAT1	FAT1
TOP2A	TOP2A
BDH1	BDH1
MTERF3	MTERF3
NUP133	NUP133
ICAM1	ICAM1
IFRD2	IFRD2
ARPP19	ARPP19
EIF4EBP1	EIF4EBP1
TFDP1	TFDP1
BIRC5	BIRC5
ZNF274	ZNF274
IKZF1	IKZF1
ARNT2	ARNT2
ID2	ID2
RAD9A	RAD9A
INTS3	INTS3
CASP7	CASP7
ATP11B	ATP11B
ECD	ECD
CFLAR	CFLAR
KIAA0907	KHDC4
TM9SF3	TM9SF3
TMEM97	TMEM97
AARS	AARS1
PPARG	PPARG
RALA	RALA
POP4	POP4
MALT1	MALT1
PWP1	PWP1
EPRS	EPRS1
DUSP4	DUSP4
CD58	CD58
ABCC5	ABCC5
HLA-DRA	HLA-DRA
CD40	CD40
PRR15L	PRR15L
CASK	CASK
SPRED2	SPRED2
LYPLA1	LYPLA1
CDKN1B	CDKN1B
TSPAN4	TSPAN4
KLHDC2	KLHDC2
JMJD6	JMJD6
POLR2K	POLR2K
LAMA3	LAMA3
NOL3	NOL3
H2AFV	H2AZ2
MUC1	MUC1
SOX2	SOX2
UFM1	UFM1
ZNF451	ZNF451
POLR1C	POLR1C
GRB7	GRB7
CRK	CRK
STK25	STK25
NPRL2	NPRL2
HDAC2	HDAC2
MTA1	MTA1
USP22	USP22
PLEKHJ1	PLEKHJ1
FOS	FOS
WASF3	WASF3
SPTAN1	SPTAN1
CREG1	CREG1
APOE	APOE
HES1	HES1
PXN	PXN
SYNE2	SYNE2
TLE1	TLE1
ALDOA	ALDOA
ATP5S	DMAC2L
UBE3B	UBE3B
MCM3	MCM3
PSMB8	PSMB8
GPC1	GPC1
RPS6KA1	RPS6KA1
TPD52L2	TPD52L2
RFNG	RFNG
USP6NL	USP6NL
TERF2IP	TERF2IP
PRCP	PRCP
NET1	NET1
KAT6B	KAT6B
HTATSF1	HTATSF1
BUB1B	BUB1B
SPAG7	SPAG7
TPM1	TPM1
COG4	COG4
RAB21	RAB21
GSTM2	GSTM2
DHX29	DHX29
ENOPH1	ENOPH1
HSPA1A	HSPA1A
GTF2A2	GTF2A2
KIF2C	KIF2C
KAT6A	KAT6A
ABHD4	ABHD4
TFAP2A	TFAP2A
KIAA0196	WASHC5
RAI14	RAI14
SNCA	SNCA
OXA1L	OXA1L
TXNL4B	TXNL4B
SLC11A2	SLC11A2
PTPRC	PTPRC
PLOD3	PLOD3
PROS1	PROS1
ERBB2	ERBB2
RASA1	RASA1
ATP1B1	ATP1B1
CCNE2	CCNE2
GNAI2	GNAI2
CAPN1	CAPN1
PDHX	PDHX
STMN1	STMN1
TMEM109	TMEM109
SKP1	SKP1
UBE2L6	UBE2L6
SLC35B1	SLC35B1
FBXO11	FBXO11
EPHB2	EPHB2
PAK1	PAK1
UGDH	UGDH
PHKA1	PHKA1
AKAP8L	AKAP8L
HTRA1	HTRA1
EIF5	EIF5
MLLT11	MLLT11
COL1A1	COL1A1
GNA15	GNA15
ALDOC	ALDOC
CLTB	CLTB
CD44	CD44
FOXO3	FOXO3
DNAJB6	DNAJB6
IDE	IDE
NFIL3	NFIL3
IKBKE	IKBKE
TARBP1	TARBP1
PPP2R5E	PPP2R5E
TRIB3	TRIB3
FOXJ3	FOXJ3
DNM1	DNM1
DUSP14	DUSP14
BAX	BAX
CNOT4	CNOT4
MTF2	MTF2
SMC4	SMC4
HDAC6	HDAC6
TRIM13	TRIM13
ADO	ADO
TRAK2	TRAK2
GNPDA1	GNPDA1
ADGRE5	ADGRE5
PXMP2	PXMP2
UBQLN2	UBQLN2
RPP38	RPP38
MLEC	MLEC
ASCC3	ASCC3
MRPS2	MRPS2
FAIM	FAIM
ANKRD10	ANKRD10
SMARCD2	SMARCD2
FYN	FYN
TRAP1	TRAP1
C2CD2L	C2CD2L
SHC1	SHC1
ZW10	ZW10
NFKBIA	NFKBIA
SQSTM1	SQSTM1
CRKL	CRKL
CNDP2	CNDP2
NT5DC2	NT5DC2
COPS7A	COPS7A
RAE1	RAE1
EBNA1BP2	EBNA1BP2
SCARB1	SCARB1
CLSTN1	CLSTN1
G3BP1	G3BP1
C2CD2	C2CD2
DERA	DERA
WIPF2	WIPF2
HOXA10	HOXA10
FGFR4	FGFR4
DNTTIP2	DNTTIP2
FPGS	FPGS
PGRMC1	PGRMC1
CERK	CERK
NNT	NNT
SGCB	SGCB
TGFBR2	TGFBR2
ATP6V1D	ATP6V1D
SIRT3	SIRT3
GTF2E2	GTF2E2
PARP2	PARP2
INSIG1	INSIG1
MBNL2	MBNL2
SCRN1	SCRN1
ITGAE	ITGAE
CDK7	CDK7
MYO10	MYO10
VAPB	VAPB
CBR1	CBR1
NUDCD3	NUDCD3
STXBP2	STXBP2
LRRC41	LRRC41
PYCR1	PYCR1
GDPD5	GDPD5
SOX4	SOX4
EGF	EGF
LPGAT1	LPGAT1
VAT1	VAT1
GFOD1	GFOD1
CDK2	CDK2
CALU	CALU
CDC45	CDC45
RAD51C	RAD51C
GRB10	GRB10
HSPA4	HSPA4
PMAIP1	PMAIP1
CHEK2	CHEK2
KEAP1	KEAP1
FAM63A	MINDY1
NRIP1	NRIP1
FIS1	FIS1
TIMM17B	TIMM17B
SNAP25	SNAP25
EPB41L2	EPB41L2
TIMELESS	TIMELESS
POLG2	POLG2
ELOVL6	ELOVL6
PTGS2	PTGS2
SCP2	SCP2
STAT5B	STAT5B
TIAM1	TIAM1
ISOC1	ISOC1
RALGDS	RALGDS
CDK19	CDK19
TERT	TERT
STAT3	STAT3
TMCO1	TMCO1
HIST1H2BK	H2BC12
CXCL2	CXCL2
AXIN1	AXIN1
SNX13	SNX13
RGS2	RGS2
CRTAP	CRTAP
MAPKAPK2	MAPKAPK2
USP1	USP1
METRN	METRN
TCTN1	TCTN1
NUP62	NUP62
CEBPZ	CEBPZ
INPP4B	INPP4B
PIK3C3	PIK3C3
NENF	NENF
STUB1	STUB1
EXOSC4	EXOSC4
IL13RA1	IL13RA1
NFATC4	NFATC4
BIRC2	BIRC2
MAPK9	MAPK9
HSPA8	HSPA8
NRAS	NRAS
CCDC92	CCDC92
MELK	MELK
IGF2BP2	IGF2BP2
CHIC2	CHIC2
GLOD4	GLOD4
PGAM1	PGAM1
FBXO7	FBXO7
PSMD4	PSMD4
SPP1	SPP1
TATDN2	TATDN2
AGL	AGL
GADD45B	GADD45B
MAPKAPK3	MAPKAPK3
GAA	GAA
OXSR1	OXSR1
NFKBIB	NFKBIB
TP53BP1	TP53BP1
CGRRF1	CGRRF1
BLCAP	BLCAP
SYNGR3	SYNGR3
PAF1	PAF1
PAK4	PAK4
ETV1	ETV1
NUP85	NUP85
CCDC86	CCDC86
RNH1	RNH1
PTPRK	PTPRK
NOLC1	NOLC1
TSEN2	TSEN2
CISD1	CISD1
CCND3	CCND3
NUP93	NUP93
BCL7B	BCL7B
E2F2	E2F2
POLD4	POLD4
SERPINE1	SERPINE1
PSME2	PSME2
TWF2	TWF2
GMNN	GMNN
BRCA1	BRCA1
PSRC1	PSRC1
MSH6	MSH6
TMEM110	STIMATE
KDELR2	KDELR2
PRPF4	PRPF4
BLMH	BLMH
BTK	BTK
SNX6	SNX6
FBXO21	FBXO21
IGF1R	IGF1R
ZNF586	ZNF586
ITFG1	ITFG1
SQRDL	SQOR
PARP1	PARP1
TEX10	TEX10
CCNF	CCNF
UBE2A	UBE2A
DCK	DCK
WFS1	WFS1
BAMBI	BAMBI
SPTLC2	SPTLC2
IPO13	IPO13
RBM34	RBM34
MAP3K4	MAP3K4
MAPK13	MAPK13
RNF167	RNF167
STX1A	STX1A
GSTZ1	GSTZ1
CYTH1	CYTH1
RRAGA	RRAGA
RRP12	RRP12
APPBP2	APPBP2
PLS1	PLS1
PLP2	PLP2
RRS1	RRS1
RPA1	RPA1
ICMT	ICMT
CHEK1	CHEK1
RHEB	RHEB
CCNA1	CCNA1
ATG3	ATG3
CHERP	CHERP
PSMG1	PSMG1
NPDC1	NPDC1
BAD	BAD
RFC2	RFC2
CEBPD	CEBPD
ME2	ME2
XBP1	XBP1
DYRK3	DYRK3
PIK3C2B	PIK3C2B
RTN2	RTN2
LIG1	LIG1
RB1	RB1
CLTC	CLTC
CBR3	CBR3
SUV39H1	SUV39H1
GNB5	GNB5
PTPN12	PTPN12
ACAA1	ACAA1
EGR1	EGR1
FGFR2	FGFR2
EDEM1	EDEM1
CTSL	CTSL
RAP1GAP	RAP1GAP
FAM69A	DIPK1A
TCTA	TCTA
CRELD2	CRELD2
SUZ12	SUZ12
DLD	DLD
REEP5	REEP5
KLHL21	KLHL21
DNMT1	DNMT1
CANT1	CANT1
ZNF318	ZNF318
BLVRA	BLVRA
CENPE	CENPE
SMC3	SMC3
IGHMBP2	IGHMBP2
MICALL1	MICALL1
NFKB2	NFKB2
DAXX	DAXX
TES	TES
B4GAT1	B4GAT1
BNIP3L	BNIP3L
PTPN1	PTPN1
ITGB5	ITGB5
PPIE	PPIE
LSR	LSR
TRAM2	TRAM2
PKIG	PKIG
LGMN	LGMN
PCK2	PCK2
TCERG1	TCERG1
CTNNAL1	CTNNAL1
SACM1L	SACM1L
PHKB	PHKB
PEX11A	PEX11A
FKBP14	FKBP14
PRKCD	PRKCD
KIF5C	KIF5C
MACF1	MACF1
MVP	MVP
PFKL	PFKL
KTN1	KTN1
ETFB	ETFB
BACE2	BACE2
DPH2	DPH2
GHR	GHR
P4HA2	P4HA2
CAST	CAST
FASTKD5	FASTKD5
PAK6	PAK6
SLC25A4	SLC25A4
FSD1	FSD1
ADRB2	ADRB2
PSMD9	PSMD9
FOXO4	FOXO4
CHMP6	CHMP6
S100A13	S100A13
FAS	FAS
DUSP11	DUSP11
SCCPDH	SCCPDH
ZDHHC6	ZDHHC6
DECR1	DECR1
GPATCH8	GPATCH8
CEBPA	CEBPA
TRIM2	TRIM2
DDX42	DDX42
CHP1	CHP1
DYNLT3	DYNLT3
SLC25A14	SLC25A14
CDKN1A	CDKN1A
HEBP1	HEBP1
EZH2	EZH2
LBR	LBR
ADAM10	ADAM10
IGFBP3	IGFBP3
BECN1	BECN1
MAP2K5	MAP2K5
ABCF3	ABCF3
ACLY	ACLY
MRPL12	MRPL12
RBKS	RBKS
TLR4	TLR4
ZNF131	ZNF131
TIPARP	TIPARP
ATF6	ATF6
SMC1A	SMC1A
TXNRD1	TXNRD1
TM9SF2	TM9SF2
SLC5A6	SLC5A6
CDC25A	CDC25A
TICAM1	TICAM1
JUN	JUN
MPC2	MPC2
NVL	NVL
GRWD1	GRWD1
TCFL5	TCFL5
DNM1L	DNM1L
TUBB6	TUBB6
KIF14	KIF14
TSTA3	GFUS
DRAP1	DRAP1
MYC	MYC
AKR7A2	AKR7A2
USP7	USP7
RNMT	RNMT
ENOSF1	ENOSF1
ADAT1	ADAT1
ARHGEF2	ARHGEF2
SATB1	SATB1
IQGAP1	IQGAP1
PPIC	PPIC
PIK3R4	PIK3R4
SLC2A6	SLC2A6
SYPL1	SYPL1
TOMM34	TOMM34
NSDHL	NSDHL
HOOK2	HOOK2
CIRBP	CIRBP
TSC22D3	TSC22D3
PUF60	PUF60
RRP1B	RRP1B
ABCB6	ABCB6
VPS72	VPS72
DDIT4	DDIT4
PSMB10	PSMB10
CASP2	CASP2
CCL2	CCL2
OXCT1	OXCT1
CDK6	CDK6
PPP2R5A	PPP2R5A
ELAVL1	ELAVL1
FRS2	FRS2
CCP110	CCP110
ILK	ILK
PDIA5	PDIA5
DDX10	DDX10
KDM5B	KDM5B
PHGDH	PHGDH
CCND1	CCND1
BZW2	BZW2
DAG1	DAG1
SOCS2	SOCS2
BHLHE40	BHLHE40
PMM2	PMM2
PIH1D1	PIH1D1
ADGRG1	ADGRG1
PDS5A	PDS5A
DHRS7	DHRS7
CPNE3	CPNE3
RPA2	RPA2
FEZ2	FEZ2
CTTN	CTTN
DUSP6	DUSP6
SMAD3	SMAD3
HOMER2	HOMER2
ELAC2	ELAC2
PSIP1	PSIP1
DHDDS	DHDDS
PCM1	PCM1
JADE2	JADE2
IKBKAP	ELP1
HDGFRP3	HDGFL3
CIAPIN1	CIAPIN1
POLB	POLB
CCDC85B	CCDC85B
ANO10	ANO10
TBXA2R	TBXA2R
TBC1D9B	TBC1D9B
COL4A1	COL4A1
ST7	ST7
FDFT1	FDFT1
NIT1	NIT1
RAB4A	RAB4A
MYLK	MYLK
MTHFD2	MTHFD2
MBNL1	MBNL1
KCNK1	KCNK1
HMOX1	HMOX1
MMP1	MMP1
IL1B	IL1B
EED	EED
NUCB2	NUCB2
PAX8	PAX8
EXT1	EXT1
TBC1D31	TBC1D31
CSNK1A1	CSNK1A1
RFX5	RFX5
C2CD5	C2CD5
PIGB	PIGB
SLC37A4	SLC37A4
GABPB1	GABPB1
MAT2A	MAT2A
USP14	USP14
TXLNA	TXLNA
MMP2	MMP2
ZMIZ1	ZMIZ1
LRPAP1	LRPAP1
CYB561	CYB561
TSKU	TSKU
SKIV2L	SKIV2L
MTFR1	MTFR1
EML3	EML3
TCEA2	TCEA2
RHOA	RHOA
EFCAB14	EFCAB14
ZFP36	ZFP36
FZD7	FZD7
CASC3	CASC3
CSNK2A2	CSNK2A2
PRAF2	PRAF2
RAC2	RAC2
ACBD3	ACBD3
ST6GALNAC2	ST6GALNAC2
HN1L	JPT2
NOS3	NOS3
EIF4G1	EIF4G1
PRSS23	PRSS23
FAM57A	TLCD3A
DNAJB2	DNAJB2
PDLIM1	PDLIM1
PACSIN3	PACSIN3
DCTD	DCTD
DFFA	DFFA
SNX7	SNX7
KIAA1033	WASHC4
TOMM70A	TOMM70
ATP6V0B	ATP6V0B
ATF5	ATF5
GAPDH	GAPDH